model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
10_1.json,0.86,0.5549999999999999,0.5768663621981432,0.552991452991453
10_6.json,0.8733333333333334,0.6866666666666665,0.5768663621981432,0.552991452991453
1_3.json,0.7833333333333333,0.45576923076923076,0.6022442517324572,0.5064171122994653
3_3.json,0.8833333333333333,0.6824074074074075,0.4780612337888739,0.43714092924619236
1_2.json,0.8633333333333333,0.4594444444444445,0.5968764072903184,0.4678014604743191
5_2.json,0.9700000000000001,0.985,0.8672600030427505,0.8240740740740741
10_13.json,0.85,0.55,1.0,1.0
